ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,ic,inst,ul5_6_1,ul7_9_1,ul10_14_1,ul1_2_1,ul20_25_1,ul15_20_1,ul10_11_1,ul24_26_1,ul24_28_1,ul6_7_1,ul42_47_1,ul40_45_1,ul5_15_1,ul7_21_1,ul10_22_1,ul1_10_1,ul20_40_1,ul15_75_1,ul10_20_1,ul24_38_1,ul24_36_1,ul6_15_1,ul42_62_1,ul40_100_1,sorb1,uc,ucIntend,ucPa,ucRanking_1,ucRanking_2,ucRanking_3,ucRanking_4,ucRanking_5,carMileage,carPred1,carPred2,carPred3,carPred4,carPred5,carPredT1,carPredT2,carPredT3,carPredT4,carPredT5,chry1,chry2,chry3,chry4,chry5,itcSorbet,itcAttn1,itcAttn2,itcAttn3,itcAttn4,ITC Sorbet,itc5_6,itc7_9,itc10_14,itc1_2,itc20_25,itc15_20,itc10_11,itc24_26,itc24_28,itc6_7,itc42_47,itc40_45,itc5_15,itc7_21,itc10_22,itc1_10,itc20_40,itc15_75,itc10_20,itc24_38,itc24_36,itc6_15,itc42_62,itc40_100,debr,decmak_1,decmak_2,conf,whatConf,READER,age,gender,education,race_1,race_2,race_3,race_4,race_5,race_6,race_7,comments,LocationLatitude,LocationLongitude,LocationAccuracy
R_30c1WQ16vYekxVP,Default Response Set,Anonymous,,,128.6.36.200,0,12/10/2015 18:57,12/10/2015 19:07,1,1,1,,,,,,,,,,,,,99,100,100,100,85,100,100,24,47,100,17,100,1,2,2,1) Be better friends with them for the next two months / 2) during this period show how frugal you are and how you're very smart with your money / 3) When you ask them to buy the car for you come with a plan so that at no point do they feel it is a risk for them. Ideal situation is that there is 0 risk and it would be there pleasure to help you because they would get the benefit of helping.,4,2,1,5,3,1,,"90,000",,,,,"90,000",,,,,,,"200,000",,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,100,2,,I read the entire Question,2,1,3,1,,,,,,,"You used your instead of you in the longer section. It was something like ""which would your rather have"" instead of ""which would you rather have"".",40.55160522,-74.46369934,-1
R_1K2bhdhHW1NqEYV,Default Response Set,Anonymous,,,128.6.36.128,0,12/10/2015 18:59,12/10/2015 19:07,1,1,1,,,,,,,,,,,,,10,14,12,9,20,60,10,14,12,9,20,60,1,1,2,what do i look for in a car.,4,1,2,3,5,1,90000,,,,,,,,,375000,,120000,,,,1,1,1,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,94,1,the first part,"""I read the entire question.""",2,1,2,,,,1,,,,no,40.55160522,-74.46369934,-1
R_DTAfKxdqrx8uVKp,Default Response Set,Anonymous,,,128.6.37.97,0,12/10/2015 19:00,12/10/2015 19:08,1,1,1,100,100,100,100,13,12,100,13,13,100,12,12,,,,,,,,,,,,,1,1,1,"I am not allowed to buy the car but have the money for it. Can you buy it for me....don't ask why, can you?",4,5,2,1,3,1,,,"175,000",,,,"200,000",,,,,,,195892,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,0,,2,,I read the entire question,3,1,2,1,,,,,,,,40.55160522,-74.46369934,-1
R_yklZmpqVr2BeVLH,Default Response Set,Anonymous,,,128.6.37.75,0,12/10/2015 18:58,12/10/2015 19:08,1,1,1,99,98,96,99,95,95,,,,99,,,,,,,,,,,,,,,1,1,1,When browsing for a used car please send me pictures and all of the information about the car before purchasing.  I will look over all of the options and let you know which one to buy for me.  Thanks.,2,5,4,1,3,1,,,,,227225,,,,,227225,,,155885,,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,0,0,2,,I read the entire question. ,3,1,4,1,,,,,,,,40.55160522,-74.46369934,-1
R_1K1M8m4lHMK0wd5,Default Response Set,Anonymous,,,128.6.36.105,0,12/10/2015 18:59,12/10/2015 19:08,1,1,1,,,,,,,,,,,,,91,16,67,95,34,46,75,9,20,88,4,1,1,1,1,high mpg  / 2 door / black or dark grey / all wheel drive ,1,4,5,3,2,1,,180000,,,,,,220000,,,,160000,,,,1,1,1,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,75,2,2,,I read the entire question,3,1,3,1,,,,,,,titties!!!!!!!!!!!,40.55160522,-74.46369934,-1
R_2CNYf3VqrMNsgxx,Default Response Set,Anonymous,,,128.6.37.109,0,12/10/2015 19:01,12/10/2015 19:08,1,1,1,,,,,,,,,,,,,20,16,20,7,31,36,22,58,45,23,60,70,1,2,1,Which do you think would be most efficient and suitable for my respective needs?,1,5,3,2,4,1,,,200000,,,,100000,,,,150000,,,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,54,34,2,,15,2,1,2,1,,,,,,,,40.55160522,-74.46369934,-1
R_3O2Pgm6iUK4TEM5,Default Response Set,Anonymous,,,128.6.36.147,0,12/10/2015 19:03,12/10/2015 19:08,1,1,1,,,,,,,,,,,,,96,95,88,100,100,90,86,90,100,82,95,100,1,1,1,I want a silver 2013 Chevrolet Cruze 2LT,,,,,,1,"250,000",,,,,,,,,275000,,,,"250,000",,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,57,72,1,Side bar questions in part 1,10,2,2,2,,,1,,,,,,40.55160522,-74.46369934,-1
R_tXPydBZLZKk3jAB,Default Response Set,Anonymous,,,128.6.37.45,0,12/10/2015 19:01,12/10/2015 19:08,1,1,1,39,39,53,63,55,64,64,47,66,36,47,69,,,,,,,,,,,,,1,1,2,,1,5,4,3,2,1,,,,,350000,,,,,350000,,,,400000,,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,60,50,1,,I read the entire question,3,2,5,,,,1,,,,no,40.55160522,-74.46369934,-1
R_27Jc0Dj1xo2ywPW,Default Response Set,Anonymous,,,128.6.37.45,0,12/10/2015 19:00,12/10/2015 19:09,1,1,1,,,,,,,,,,,,,10,9,22,5,21,100,50,11,18,17,80,100,1,2,1,I would ask my friend in the most sincere manner possible to please buy the car for me because I need he or she to.,5,3,1,2,4,1,,,,,"250,000",,,,"250,000",,"200,000",,,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Using the bars as a measure is something that I haven't seen before and I am not exactly found of the process. ,I read the entire question,2,2,3,,,,1,,,,,40.55160522,-74.46369934,-1
R_3JenDiDCpkx0tkY,Default Response Set,Anonymous,,,128.6.37.190,0,12/10/2015 19:00,12/10/2015 19:09,1,1,1,,,,,,,,,,,,,7,12,8,3,25,63,8,6,8,6,,,1,2,1,"do not care about the brand. I want to the car be safe, clean, certificated, in maintenance period. white or black or gray color, do not want to colorful. easy and cheap to repair.",4,5,3,2,1,1,,,160000,,,,,,200000,,,,,200000,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,72,62,2,,i read the entire question,3,2,5,,,,1,,,,,40.55160522,-74.46369934,-1
R_38yBPiVoL9heRtT,Default Response Set,Anonymous,,,128.6.37.190,0,12/10/2015 19:00,12/10/2015 19:09,1,1,1,50,50,60,50,71,65,50,55,60,50,55,65,,,,,,,,,,,,,1,2,1,More than likely I wouldn't have someone make such a huge purchase for me. I have to be present during the transaction or I will not purchase it at all. I wouldn't risk giving money to anyone to purchase a car when they can simply put it in their name or do some kind of fraudulent activity. ,3,5,4,2,1,1,60000,,,,,,,,300000,,,,200000,,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,36,74,2,,I read the entire question,3,2,3,,1,1,,,,,,40.55160522,-74.46369934,-1
R_2rHIrIIMYoYouhs,Default Response Set,Anonymous,,,128.6.37.218,0,12/10/2015 18:58,12/10/2015 19:10,1,1,1,1,2,12,1,24,26,1,18,18,1,15,28,,,,,,,,,,,,,1,2,1,Bribe them,1,5,4,2,3,1,,,,,"270,000",,,"200,000",,,,"175,000",,,,1,1,1,2,4,1,1,1,1,1,2,1,1,1,2,1,2,1,,,,,,,,,,,,,1,9,8,1,I got sleepty so I couldn't focus,not a lot,2,2,3,,,,1,,,,,40.55160522,-74.46369934,-1
R_21hz3wX7KpW2nhj,Default Response Set,Anonymous,,,128.6.37.71,0,12/10/2015 19:02,12/10/2015 19:10,1,1,1,,,,,,,,,,,,,41,55,50,100,17,61,46,19,20,62,22,55,1,1,1,"I would ask them if they could do me and favor and help me buy a car, if I had given the money because I trust them",3,5,4,1,2,1,,,,"300,000",,,"400,000",,,,,,,"300,000",,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,2,1,1,63,64,2,,I read the entire question.,2,2,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_2QgsTn1NffIan3n,Default Response Set,Anonymous,,,128.6.36.230,0,12/10/2015 18:59,12/10/2015 19:10,1,1,1,30,75,80,20,85,82,15,25,40,15,20,25,,,,,,,,,,,,,1,1,2,Please make sure the car is in good enough shape looks-wise and function-wise.  I do not want a car that looks used or functions improperly.  I would also prefer a darker color car so it looks less dirty.,4,5,2,1,3,1,,"70,000",,,,,"70,000",,,,"105,000",,,,,1,1,2,2,4,1,2,2,1,2,1,1,2,2,2,2,2,1,,,,,,,,,,,,,1,40,60,2,,I read the entire question.,3,2,2,1,,,,,,,,40.55160522,-74.46369934,-1
R_1Hk6WUmYDspzGfj,Default Response Set,Anonymous,,,128.6.36.115,0,12/10/2015 19:02,12/10/2015 19:10,1,1,1,100,100,97,100,98,93,,,99,100,,,,,,,,,,,,,,,1,1,1,"look for low mileage, no body damage, color and make and model. Right price range. Test drive",2,5,4,1,3,1,,,,,"230,000",,,,"210,000",,,"150,000",,,,1,1,2,2,4,1,1,1,1,1,2,1,2,1,1,2,1,1,,,,,,,,,,,,,1,8,88,1,i did not understand what the study meant by wanting me to rate the difference between times.,I read the entire question,2,2,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_3hEnvCyhzmL0wkZ,Default Response Set,Anonymous,,,128.6.37.176,0,12/10/2015 19:01,12/10/2015 19:10,1,1,1,,,,,,,,,,,,,10,8,12,9,20,60,5,20,23,9,53,55,1,1,1,the first i like buy a 4 set car and i can share the car with my friend when they need me help i can pick up them.,,,,,,1,"64,622",,,,,,,"350,000",,,,,"350,000",,,1,1,2,2,4,1,,,,,,,,,,,,,1,2,2,1,2,2,1,2,2,1,2,2,1,31,24,1,i dont know about this,i read the entire question,3,2,1,,,,1,,,,,40.55160522,-74.46369934,-1
R_3PoAsUu3axZhdHm,Default Response Set,Anonymous,,,128.6.37.119,0,12/10/2015 19:01,12/10/2015 19:11,1,1,1,85,79,37,9,44,64,22,19,38,34,69,36,,,,,,,,,,,,,1,2,1,Hi! Recently I am considering to buy a used car. Do you have any suggestions to me? Because I do not know anything about car.,3,5,4,2,1,1,100000,,,,,,,,,250000,,250000,,,,1,1,1,2,4,1,1,2,2,1,2,1,1,2,2,1,2,2,,,,,,,,,,,,,1,7,47,1,"sometime, i select the question, but the the system shows that i didn't select the answers.",I read the entire question,3,2,5,,,,1,,,,,40.55160522,-74.46369934,-1
R_2TLZgxyfN8YDWdq,Default Response Set,Anonymous,,,128.6.37.89,0,12/10/2015 19:02,12/10/2015 19:11,1,1,1,,,,,,,,,,,,,47,49,40,57,25,21,14,20,26,26,43,70,1,1,2,I wouldn't even try to ask him to buy it for me. ,4,5,1,2,3,1,,,160000,,,,150000,,,,,,,200000,,1,1,1,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,90,91,2,,I read the entire question. ,4,2,4,,,,1,,,,,40.55160522,-74.46369934,-1
R_02opIxbw797HG8l,Default Response Set,Anonymous,,,128.6.37.208,0,12/10/2015 19:02,12/10/2015 19:12,1,1,1,,,,,,,,,,,,,62,67,65,73,70,96,52,54,59,60,66,100,1,2,1,I would like to buy a used car with good condition. Better be a SUV and in color white. Less than 10000 miles mileage. It's for daily use only so nothing special. American brands or german brands preferred.,4,3,2,1,5,1,,,,,300000,,,200000,,,,,,250000,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,1,1,49,97,1,Some of the questions are extremely similar ,I read the entire question.,2,2,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_OvE0RVHx7Nc3S2R,Default Response Set,Anonymous,,,128.6.36.137,0,12/10/2015 19:03,12/10/2015 19:12,1,1,1,1,2,4,1,5,5,1,2,4,1,5,5,,,,,,,,,,,,,1,2,1,"Hey Grace, I am looking for a used car worth not more than $3000, can you please get one for me?",1,5,4,2,3,1,400000,,,,,,,400000,,,,,,,,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,35,48,2,,I read the entire question,3,2,3,,1,,,,,,,40.55160522,-74.46369934,-1
R_1l0Oxsn10h1qT98,Default Response Set,Anonymous,,,128.6.36.243,0,12/10/2015 19:03,12/10/2015 19:12,1,1,1,1,7,5,1,12,10,1,5,4,2,14,10,,,,,,,,,,,,,1,1,1,I would tell them to buy a used car that is still in good quality and doesn't have a lot of miles on it. I would tell them to try and find a Ford and not to get a white car.,5,4,3,1,2,1,"300,000",,,,,"300,000",,,,,,,"250,000",,,1,1,2,2,4,1,1,2,1,1,2,2,1,2,2,1,2,1,,,,,,,,,,,,,1,1,91,2,,I read the entire question.,2,2,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_29bk1hioHopzxzp,Default Response Set,Anonymous,,,128.6.37.108,0,12/10/2015 19:02,12/10/2015 19:12,1,1,1,3,70,51,6,30,49,12,63,63,21,77,81,,,,,,,,,,,,,1,2,2,"I am in deep sh*t, please help me out. I will sign a contract ""I O U"". You are a great friend, and my last hope for this car.",2,5,3,4,1,1,,,,,250000,,,"200,000",,,,,155885,,,1,1,2,2,4,1,1,2,1,1,1,1,1,2,2,2,2,1,,,,,,,,,,,,,1,76,47,2,,I read the entire question.,3,2,5,,,,1,,,,Come up with more extreme comparisons.,40.55160522,-74.46369934,-1
R_Dl2z8qoB7efqV7r,Default Response Set,Anonymous,,,128.6.36.222,0,12/10/2015 19:03,12/10/2015 19:12,1,1,1,,,,,,,,,,,,,13,23,19,9,15,58,15,30,20,20,15,50,1,2,2,"They need to get a car with low miles, in good condition, working well, four doors, no accidents in its history. It must be fuel efficient and low on insurance rates. It must be safe and reliable and something I will be able to use for a good amount of years.",1,5,4,3,2,1,"200,000",,,,,,,"200,000",,,,"200,000",,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,20,50,1,The slide bar was just a confusing part. I didn't like having to answer the questions using it because it confused me when I thought the questions were similar and wanted to answer them similarly.,I read the entire question,3,2,3,1,,,,,,,n/a,40.55160522,-74.46369934,-1
R_1et3eoT5byzqRqG,Default Response Set,Anonymous,,,128.6.37.198,0,12/10/2015 19:03,12/10/2015 19:12,1,1,1,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,1,2,1,I would tell them my budget along with a few make and model that I desire. It has to have good mileage too,,,,,,1,,50000,,,,,,160000,,,,,155900,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,47,93,2,,,3,1,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_3rOlEKcS10U6Liz,Default Response Set,Anonymous,,,128.6.37.151,0,12/10/2015 19:02,12/10/2015 19:13,1,1,1,29,25,31,76,20,29,14,14,13,17,18,13,,,,,,,,,,,,,1,1,2,"A reliable car, preferably Japanese, that's less than 3 years old. No external or internal damage with either a) a guarantee that the vehicle will function as planned within a year or b) is under $10,000. ",3,4,5,1,2,1,,,,"200,000",,,"150,000",,,,,,"160,000",,,1,1,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,1,84,96,1,Wording for the 3-part question about the What's the most that I can receive and When can I receive it.,I read the entire question,2,1,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_1pXTJHiLntb4eZW,Default Response Set,Anonymous,,,128.6.36.141,0,12/10/2015 19:02,12/10/2015 19:13,1,1,1,,,,,,,,,,,,,34,18,15,9,8,60,10,38,12,23,20,61,1,2,1,I would tell them to think about a past car purchase he or she had in the best. And I would compare each model and make my friend to buy the car that one will give it to his family member. ,3,5,4,1,2,1,55000,,,,,,,,200000,,,35000,,,,1,1,1,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,32,33,1,Ratio survey ,I read the entire question ,3,2,5,,,,1,,,,,40.55160522,-74.46369934,-1
R_u4jTizKZezuiNnb,Default Response Set,Anonymous,,,128.6.36.192,0,12/10/2015 19:06,12/10/2015 19:13,1,1,1,15,16,78,19,61,91,73,21,75,69,79,75,,,,,,,,,,,,,1,1,2,I would tell them to buy a new car and something classy and not over the top.,3,4,2,1,5,1,150000,,,,,,,175000,,,,,,200000,,1,1,2,2,4,1,1,2,2,1,2,2,1,2,2,1,2,2,,,,,,,,,,,,,1,50,61,2,,I read the entire question.,2,1,3,,,,1,,,,,40.55160522,-74.46369934,-1
R_1OJ0HqNmQCVQqBk,Default Response Set,Anonymous,,,128.6.36.173,0,12/10/2015 19:05,12/10/2015 19:13,1,1,1,19,23,31,52,49,48,28,32,43,33,38,44,,,,,,,,,,,,,1,1,1,dont understand the question...,3,1,5,4,2,1,,300000,,,,,,,,450000,,,,,340000,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,23,68,2,,i read the entire question,3,1,5,,,,1,,,,no,40.55160522,-74.46369934,-1
R_2QAp0xg35hrBRMv,Default Response Set,Anonymous,,,128.6.36.217,0,12/10/2015 19:03,12/10/2015 19:14,1,1,1,,,,,,,,,,,,,50,88,50,99,51,48,89,51,48,95,44,48,1,2,1,I'm going to buy a used car. Do you guys have any recommendations? Because I actually have no knowledge about cars at all.,4,5,2,3,1,1,"100,000",,,,,,,,,"400,000",,,,,"500,000",1,1,1,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,8,9,1,"Not quiet clear about the ""ratio"" and the ""difference""",I read the entire question.,2,2,2,,,,1,,,,"Maybe explain the ""ratio"" and the  ""difference"" in the end of the first part of the survey. ",40.55160522,-74.46369934,-1
R_3NKR0cxEuDA4oj1,Default Response Set,Anonymous,,,128.6.36.139,0,12/10/2015 19:03,12/10/2015 19:14,1,1,1,,,42,,58,54,12,15,33,27,24,56,,,,,,,,,,,,,1,1,1,"Please buy me this car, I will pay you back as soon as I get my first pay check. You can even borrow the car if you need it. I will give you rides. ",,,,,,1,,"30,890",,,,,,160000,,,,,,,300000,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,68,70,1,the purpose. ,I read the entire question,3,2,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_1QF6KLlslaR6qXH,Default Response Set,Anonymous,,,128.6.37.221,0,12/10/2015 19:03,12/10/2015 19:14,1,1,1,15,35,30,40,75,25,17,72,82,8,86,91,,,,,,,,,,,,,1,1,2,"First, ask my friend to look for mid-sized SUVs within my price range. I would then narrow them down to reliable manufacturers like Jeep, Ford, Chevy, or Honda. Then ask them for details on miles, repairs, and accident history. Finally, look for the difference in features in the cars and make my final decision based on color.",1,3,4,5,2,1,,"180,000",,,,,"200,000",,,,,,,,"280,000",1,1,1,2,4,1,2,2,2,2,2,1,2,2,2,2,2,1,,,,,,,,,,,,,1,0,100,2,,I read the entire question,3,1,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_25vkLPsho59kYwy,Default Response Set,Anonymous,,,128.6.36.79,0,12/10/2015 19:03,12/10/2015 19:15,1,1,1,,,,,,,,,,,,,100,100,100,100,100,100,100,100,92,100,100,100,1,2,1,I would tell my friend that I need a car that can run smoothly and that won't break down every few days. I would also want a used car with pretty low mileage so that I can use the car for a few years without buying another one. I would provide them with the money and tell them to choose a car that they think I'd like based on my preferences and then tell them to drop it in my driveway at home.,1,5,4,2,3,1,,,"156,000",,,,,"175,000",,,,"200,000",,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,16,100,2,,I read the entire question.,2,2,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_1lbkfaSqhgcgACb,Default Response Set,Anonymous,,,128.6.37.216,0,12/10/2015 19:05,12/10/2015 19:16,1,1,1,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,1,2,1,"He I need a huge favor, I getting a used car but I need you to buy it for me.",1,4,5,2,3,1,,120000,,,,,,160000,,,150000,,,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,33,33,1,The rank from 0 to 100 when comparing days,I read the entire question,2,1,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_3vH6u8VXcXatDod,Default Response Set,Anonymous,,,128.6.36.230,0,12/10/2015 19:03,12/10/2015 19:16,1,1,1,27,13,15,30,17,17,30,23,23,15,31,30,,,,,,,,,,,,,1,1,1,"First off it has to be foreign and preferably German; any of the three brands are ideal: Audi, BMW, Mercedes. Next it has to have a clean car fax. Next is has to be any of the colors listed: white, black, Dark Blue, Metallic Grey, Matte black, Matte grey, Matte dark blue. Then it has to have an odometer reading of less than 50,000. Lastly it has to be 1 owner used or certified pre-owned. After that prefer a black interior, manual driving, coupe, with atleast a V6 engine with a transmission with no problems. ",4,3,1,2,5,1,,,,"220,000",,,,"190,000",,,,,"180,000",,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,2,2,2,,I read the entire question.,3,1,3,,,,1,,,,,40.55160522,-74.46369934,-1
R_1rwWQuRNcKi7Si0,Default Response Set,Anonymous,,,128.6.36.154,0,12/10/2015 19:03,12/10/2015 19:16,1,1,1,0,5,15,0,10,18,0,2,2,0,5,5,,,,,,,,,,,,,1,1,1,"Cheap price, runs well, fuel efficient, under 10K",2,5,3,1,4,1,,,,,"300,000","300,000",,,,,,,155885,,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,80,20,1,"Could not input the amount I wanted to input for the Chrysler question--just a note, I wanted to say 100,000 but the system only let me put 15558. You will probably get others who had to put in that minimum who thought it was less.  / Also, double negatives were confusing but I got it eventually.",I read the entire question,4,2,4,,,,,,,1,,40.55160522,-74.46369934,-1
R_3MSBMvyV4YLj77p,Default Response Set,Anonymous,,,128.6.37.79,0,12/10/2015 19:06,12/10/2015 19:17,1,1,1,83,83,58,91,50,50,91,88,58,91,67,50,,,,,,,,,,,,,1,2,2,"I would tell them, to get a car in the best condition possible with not a lot of milage on it. I will also give them a budget of how much money I am willing to spend on a used car",3,4,5,1,2,1,,,"180,000",,,,,,"220,000",,,"160,000",,,,1,1,2,2,4,1,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,0,0,2,,I read the entire question,3,1,3,1,,,,,,,no,40.55160522,-74.46369934,-1
R_Z2bQu3QV5tPIxAB,Default Response Set,Anonymous,,,128.6.37.16,0,12/10/2015 19:03,12/10/2015 19:17,1,1,1,,,,,,,,,,,,,14,21,22,78,61,10,12,3,1,16,0,0,1,2,1,"Please help my to select a used car for me. I want a black and no accident car. the price is about 10,000 dollars. i am not very care about brand but it would be better if it is a Japanese car.",2,5,4,3,1,1,"100,000",,,,,,,,"300,000",,,"100,000",,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,6,90,1,"ask a person who do not really know about cars, even brands",I read the entire question,2,2,2,,,,1,,,,,40.55160522,-74.46369934,-1
R_PHTHBS03QnMl1OV,Default Response Set,Anonymous,,,128.6.37.114,0,12/10/2015 19:05,12/10/2015 19:17,1,1,1,,,,,,,,,,,,,90,90,85,100,75,90,75,90,75,70,90,100,1,2,1,"Make sure it's not extremely expensive, make sure to look over the history, make sure it's pretty, make sure the interior is black, and make sure the exterior is either white or black.",5,4,1,2,3,1,300000,,,,,300000,,,,,,,200000,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,2,1,1,1,1,2,2,1,1,1,1,40,90,1,"The ""unlike"" part of the survey",I read the entire question.,3,2,2,,,1,,,,,No,40.55160522,-74.46369934,-1
R_d5PNgfaTqKO4IP7,Default Response Set,Anonymous,,,128.6.36.113,0,12/10/2015 19:04,12/10/2015 19:17,1,1,1,,,,,,,,,,,,,75,70,74,69,80,90,,,68,,76,,1,2,2,"When buying a used car for me please be sure it is only gently used, meaning there is little wear in it. The car should have low mileage, nothing broken, running perfectly, not over priced. I trust your judgement and I trust you have a well understanding of me in what I like and what my values are. Thank you for your help. ",1,5,4,3,2,1,,,,,350000,,,,,350000,,300000,,,,1,1,2,2,4,1,,,,,,,,,,,,,2,1,2,1,1,1,1,1,1,1,1,1,1,23,87,2,,I read the entire question.,2,2,3,1,,,,,,,Proof read for typos,40.55160522,-74.46369934,-1
R_1hWOMlXiI4za1C2,Default Response Set,Anonymous,,,128.6.36.223,0,12/10/2015 19:03,12/10/2015 19:17,1,1,1,,,,,,,,,,,,,10,36,52,2,31,4,14,17,5,66,17,73,1,2,2,"Hi (friend),  /  / I am looking to purchase a new car but I am unable to get to the car dealership in time to get it. I understand that it is asking a lot of you, but do you think you could purchase the car for me? I can give you the money up front, or I will reimburse you later, whatever is easier for you. If you go to Used Car Dealership 12 on Route 18, ask for Tom and he will be able to help you. The car should already be set aside for me to purchase. It is a 2010 Jeep Wrangler in white. If you have any trouble, please give me a call. I do not envision you having any issues. I would be indebted to you if you were to do this favor for me.  /  / Thank you,  / (friend)",4,5,3,1,2,1,,,"200,000",,,,,,,"250,000","200,000",,,,,1,1,2,2,4,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,1,1,81,22,1,"The wording of some of the questions was weird. Using ""Unlike"" and ""Alike"" would have made it a lot clearer",I read the entire question,2,2,3,1,,,,,,,,40.55160522,-74.46369934,-1
R_ZazciW4aMIilchb,Default Response Set,Anonymous,,,128.6.36.172,0,12/10/2015 19:06,12/10/2015 19:17,1,1,1,2,12,22,36,13,41,4,3,4,12,1,1,,,,,,,,,,,,,1,2,1,"I need you to buy a car that fits my needs.. A large, luxury sedan, preferably the BMW 750 LI. make sure the mileage is under 100,000 and the Carfax is clean. Run its specification on KBB to make sure you're not paying over its actual value.",1,5,2,3,4,1,200000,,,,,253000,,,,,,,155885,,,1,1,2,2,4,1,1,2,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,1,12,70,2,,I read the entire question.,3,1,3,,1,,,,,,,40.55160522,-74.46369934,-1
