ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,prize1,prize2,prize3,prize4,prize5,prize6,prize7,prize8,prize9,prize10,prize11,prize12,ic,Q3,Q5,Q7,Q9,Q11,Q13,Q15,Q17,Q35,Q37,Q40,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_8,Q43_9,Q42,nv_nz_61_15,nv_nz_61_20,nv_nz_61_25,nv_nz_61_30,nv_nz_61_35,nv_nz_61_45,nv_nz_61_50,nv_nz_61_55,nv_nz_61_60,nv_nz_61sp,nv_nz_84_20,nv_nz_84_30,nv_nz_84_40,nv_nz_84_50,nv_nz_84_60,nv_nz_84_65,nv_nz_84_70,nv_nz_84_75,nv_nz_84_80,nv_nz_84sp,nv_nz_107_35,nv_nz_107_45,nv_nz_107_60,nv_nz_107_75,nv_nz_107_85,nv_nz_107_90,nv_nz_107_95,nv_nz_107_100,nv_nz_107_105,nv_nz_107s,nv_z_61_15,nv_z_61_20,nv_z_61_25,nv_z_61_30,nv_z_61_35,nv_z_61_45,nv_z_61_50,nv_z_61_55,nv_z_61_60,nv_z_61s,nv_z_84_20,nv_z_84_30,nv_z_84_40,nv_z_84_50,nv_z_84_60,nv_z_84_65,nv_z_84_70,nv_z_84_75,nv_z_84_80,nv_z_84,nv_z_107_35,nv_z_107_45,nv_z_107_60,nv_z_107_75,nv_z_107_85,nv_z_107_90,nv_z_107_95,nv_z_107_100,nv_z_107_105,nv_z_107s,v_nz_61_15,v_nz_61_20,v_nz_61_25,v_nz_61_30,v_nz_61_35,v_nz_61_45,v_nz_61_50,v_nz_61_55,v_nz_61_60,v_nz_61s,v_nz_84_20,v_nz_84_30,v_nz_84_40,v_nz_84_50,v_nz_84_60,v_nz_84_65,v_nz_84_70,v_nz_84_75,v_nz_84_80,v_nz_84s,v_nz_107_35,v_nz_107_45,v_nz_107_60,v_nz_107_75,v_nz_107_85,v_nz_107_90,v_nz_107_95,v_nz_107_100,v_nz_107_105,v_nz_107,v_z_61_15,v_z_61_20,v_z_61_25,v_z_61_30,v_z_61_35,v_z_61_45,v_z_61_50,v_z_61_55,v_z_61_60,v_z_61s,v_z_84_20,v_z_84_30,v_z_84_40,v_z_84_50,v_z_84_60,v_z_84_65,v_z_84_70,v_z_84_75,v_z_84_80,v_z_84s,v_z_107_35,v_z_107_45,v_z_107_60,v_z_107_75,v_z_107_85,v_z_107_90,v_z_107_95,v_z_107_100,v_z_107_105,v_z_107,Q55,rs_1_1,rs_2_1,rs_3_1,rb_1_1,rb_2_1,rb_3_1,sorbet,decide,conf,what_conf,reader,age,gender,edu,race_1,race_2,race_3,race_4,race_5,race_6,race_7,comments,thanks,LocationLatitude,LocationLongitude,LocationAccuracy
R_1qVCvcaddO1EQF3,Default Response Set,Anonymous,,,128.6.37.61,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,64 dollars in 8 days,84 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,"it was a tradeoff decision of how much money i would receive, potentially receive and the time ",1,the directions,READER,2,2,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_2S2bO9xuLt8aDLL,Default Response Set,Anonymous,,,128.6.37.175,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,,,,79,68,50,1,More money = recieve now,1,Why the spinner changed from dollars to cents,Reader,2,2,2,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_3HB0IRBDHDlhHh7,Default Response Set,Anonymous,,,128.6.37.114,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,109 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,20,51,50,1,I examined the spin case,2,,I have spent about 5 mins on this study. READER,3,2,4,,,,1,,,,No,1,40.55160522,-74.46369934,-1
R_1hWn3hW3UKCx5yJ,Default Response Set,Anonymous,,,128.6.36.242,0,10/26/2015 12:13,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,86 dollars in 11 days,112 dollars in 28 days,57 dollars in 8 days,84 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,50,24,14,1,I'd prefer to have the money no matter what — I don't really care about waiting,2,,15,2,1,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_27j0tbBE10oT1Rv,Default Response Set,Anonymous,,,128.6.36.167,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,,,0 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,47,48,49,,,,1,if the spin had a $0 amount on it I typically choose to take the money now as opposed to spinning the wheel,1,"It just took me a few ""tries"" before I actually understood what I was supposed to be doing",READER,2,2,2,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_DvZOWxHa6Mxjwo9,Default Response Set,Anonymous,,,128.6.36.205,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,78 dollars in 11 days,112 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,1,2,,,,,1,2,2,2,2,1,1,1,1,1,1,2,2,2,,,,,,,1,,,1,1,1,2,,,,1,2,2,2,2,2,2,,,1,1,2,2,2,,,,,,1,1,2,2,,,,,1,1,,1,1,2,2,1,2,,,,,1,,,,,1,2,2,2,2,1,,2,2,1,1,1,,,1,1,,,1,1,1,1,,,,1,1,1,1,2,,,,,,1,2,2,,1,,1,,,,1,1,,,,32,55,36,1,time efficieny modd,2,,"8 minutes,",2,2,4,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_1C3lIDoCQRYZeqs,Default Response Set,Anonymous,,,128.6.36.84,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,62 dollars in 8 days,78 dollars in 11 days,105 dollars in 28 days,60 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,22,22,22,1,Time ,2,,READER,3,1,4,,,1,,,,,,1,40.48350525,-74.44319916,-1
R_z3dDB0j8x3bBKxP,Default Response Set,Anonymous,,,128.6.37.68,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,83 dollars in 11 days,105 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,,,30,69,20,1,If it was a big dollar amount I chose to get the money today,1,The spin wheel concept. ,Reader,2,2,4,,,,1,,,,,1,40.55160522,-74.46369934,-1
R_2tLqKTiGXLSnjbw,Default Response Set,Anonymous,,,128.6.36.125,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,88 dollars in 11 days,110 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,,,,100,74,49,1,I decided based on what return I may get,1,The initial directions.,I worked about 13 minutes,3,1,3,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_1LZnA48B6PQTAsS,Default Response Set,Anonymous,,,128.6.36.135,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,65 dollars in 8 days,83 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,52,53,53,1,"if dollar amount wasn't that much different from the one on the wheel, then i would choose to take the money right away. if the wheel was in cents, but money in dollars, i would obviously take the dollar amounts",2,,READER,2,2,3,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_2DM6ys9yrJxTZls,Default Response Set,Anonymous,,,128.6.36.210,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,102 dollars in 28 days,0 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,59,41,24,,,,1,based on the amount of money on the spin,2,,Reader,2,1,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_3QEnqZtK2b2bUHG,Default Response Set,Anonymous,,,128.6.37.152,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,20,8,4,,,,1,Common sense,1,Layout of the questions,READER,2,1,4,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_RKL9e8tmnBBF9VT,Default Response Set,Anonymous,,,128.6.37.201,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,8,9,10,,,,1,,2,,Reader,2,2,3,,1,,,,,,,1,40.55160522,-74.46369934,-1
R_26hvpOuBa89M8KF,Default Response Set,Anonymous,,,128.6.36.76,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,64 dollars in 8 days,87 dollars in 11 days,106 dollars in 28 days,65 dollars in 8 days,89 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,26,27,27,1,Intuition,2,,READER,2,2,2,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_2y2yULZ3zwiMb51,Default Response Set,Anonymous,,,128.6.36.190,0,10/26/2015 12:15,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,60 dollars in 8 days,84 dollars in 11 days,109 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,8,6,5,,,,1,,2,,reader,3,2,3,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_1hyuzpUUdXlEmj6,Default Response Set,Anonymous,,,128.6.37.233,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,65 dollars in 8 days,83 dollars in 11 days,105 dollars in 28 days,57 dollars in 8 days,82 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,65,53,15,1,By preference ,2,,Reader,2,1,3,1,,,,,,,No,1,40.55160522,-74.46369934,-1
R_1psvKT6XH0IzHVY,Default Response Set,Anonymous,,,128.6.36.137,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,15,6,,,,1,Time and how much money I end up receiving.,2,,READER,2,2,2,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_riIrNQZkBTS5yG5,Default Response Set,Anonymous,,,128.6.36.180,0,10/26/2015 12:14,10/26/2015 12:26,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,0 dollars in 28 days,,86 dollars in 11 days,102 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,112 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,,,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,100,100,100,,,,1,I like to get the money today. ,1,Why it asked the same question so many times. ,READER,2,1,2,,,,1,,,,,1,40.48350525,-74.44319916,-1
R_3jVUCBYPduhmb2X,Default Response Set,Anonymous,,,128.6.37.55,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,60 dollars in 8 days,87 dollars in 11 days,109 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,,,,35,30,46,1,good ,2,,PEADER,3,2,5,,,,1,,,,NO ,1,40.55160522,-74.46369934,-1
R_2Cqfmh3qjkT8wiE,Default Response Set,Anonymous,,,128.6.37.61,0,10/26/2015 12:15,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,56 dollars in 8 days,82 dollars in 11 days,106 dollars in 28 days,61 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,,,,,,,,,,1,1,1,,,,2,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,1,,1,,,1,,,,,,,,,1,1,2,2,1,2,2,1,,2,,1,1,1,1,1,1,1,,,1,1,,,,,,,,,,1,1,1,,,1,,,1,1,1,1,,,,79,36,,1,Decided which was greater risk,1,Repetitive questions ,10,2,2,3,,,,,1,,,,1,40.55160522,-74.46369934,-1
R_5uosBciOgvhPmi5,Default Response Set,Anonymous,,,128.6.37.160,0,10/26/2015 12:15,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,0 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,82 dollars in 11 days,102 dollars in 28 days,57 dollars in 8 days,0 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,10,0,,,,1,Gut ,2,,READER,2,1,3,1,,,,,,,,1,40.55160522,-74.46369934,-1
R_WpM7isYlsurzOKd,Default Response Set,Anonymous,,,128.6.36.158,0,10/26/2015 12:13,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,56 dollars in 8 days,83 dollars in 11 days,102 dollars in 28 days,65 dollars in 8 days,82 dollars in 11 days,0 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16,2,0,,,,1,I chose based on what was the probability of making more money the the X value I could get the same day.,2,,READER,2,2,3,1,,,,,,,,1,40.48350525,-74.44319916,-1
R_2DS5LBxD0GgqQn6,Default Response Set,Anonymous,,,128.6.37.109,0,10/26/2015 12:14,10/26/2015 12:27,1,61 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,0 dollars in 8 days,84 dollars in 11 days,107 dollars in 28 days,60 dollars in 8 days,86 dollars in 11 days,106 dollars in 28 days,65 dollars in 8 days,0 dollars in 11 days,105 dollars in 28 days,1,1,1,2,,1,2,,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,,,,52,54,54,1,Whatever choice gave me potentially more money,2,,reader,3,2,3,,,,,,,1,,1,40.55160522,-74.46369934,-1
